EID,WSBR,WSENDBR,BSBR,BSENDBR,COUNTBR,ENDBR
431475,1,1,,,1,1
431479,,,1,1,1,1
431540,2,,,,2,
431600,,,1,,1,
431776,,,1,,1,
431787,3,3,,,3,3
431789,1,1,,,1,1
431832,1,1,1,,2,1
431883,,,4,,4,
431902,7,,,,7,
431932,4,1,1,,5,1
431933,1,,,,1,
431948,,,3,3,3,3
431975,,,1,,1,
431980,,,1,,1,
431989,,,1,1,1,1
432002,,,1,1,1,1
432004,,,1,1,1,1
432013,1,1,,,1,1
432020,,,1,,1,
432022,1,1,1,,2,1
432023,1,,,,1,
432067,2,1,,,2,1
432088,1,1,,,1,1
432145,,,5,,5,
432276,,,1,,1,
432298,,,1,1,1,1
432299,,,6,1,6,1
432397,1,,,,1,
432437,,,1,1,1,1
432447,,,2,,2,
432449,,,1,1,1,1
432475,,,1,,1,
432487,,,1,1,1,1
432517,4,4,1,1,5,5
432569,,,1,1,1,1
432607,,,1,,1,
432642,,,1,1,1,1
432657,5,,1,,6,
432771,1,,,,1,
432775,1,1,,,1,1
432844,,,1,,1,
432845,1,,,,1,
432851,,,2,1,2,1
432866,7,5,1,1,8,6
432880,,,1,,1,
432890,1,1,,,1,1
432950,5,5,,,5,5
433044,,,1,,1,
433064,,,1,,1,
433070,,,1,1,1,1
433072,,,1,,1,
433095,4,4,,,4,4
433104,1,,,,1,
433138,,,1,,1,
433165,1,1,2,1,3,2
433166,3,3,,,3,3
433183,1,1,1,,2,1
433271,1,,,,1,
433293,1,,,,1,
433317,5,,,,5,
433339,1,,,,1,
433385,1,,,,1,
433386,,,2,,2,
433397,,,1,1,1,1
433400,,,1,1,1,1
433449,,,1,1,1,1
433450,,,1,1,1,1
433455,1,1,,,1,1
433463,,,1,,1,
433495,,,1,1,1,1
433541,,,1,1,1,1
433544,,,1,,1,
433593,1,1,,,1,1
433605,1,,,,1,
433655,1,1,,,1,1
433679,,,1,,1,
433682,30,,,,30,
433751,,,1,,1,
433802,1,1,,,1,1
433914,,,3,3,3,3
433928,,,1,1,1,1
433966,6,,,,6,
433999,,,6,1,6,1
434027,,,1,1,1,1
434082,,,2,2,2,2
434138,,,1,,1,
434154,,,2,,2,
434186,,,18,4,18,4
434192,,,1,1,1,1
434201,,,1,,1,
434302,,,6,6,6,6
434306,,,1,,1,
434323,,,5,2,5,2
434346,11,1,,,11,1
434411,,,1,1,1,1
434448,6,2,,,6,2
434482,,,1,,1,
434541,,,1,1,1,1
434571,1,,1,,2,
434735,6,,,,6,
434739,3,3,,,3,3
434757,1,,,,1,
434783,4,2,,,4,2
434799,1,,2,,3,
434803,9,1,1,,10,1
434847,,,1,1,1,1
434859,,,1,1,1,1
434896,,,1,1,1,1
434903,,,1,,1,
434929,1,1,2,2,3,3
434939,,,1,,1,
434999,,,1,,1,
435060,,,1,1,1,1
435109,4,1,,,4,1
435122,,,1,,1,
435217,3,2,,,3,2
435259,33,26,,,33,26
435302,,,2,2,2,2
435392,1,1,,,1,1
435407,2,,,,2,
435427,1,,,,1,
435433,,,1,1,1,1
435434,,,3,,3,
435442,,,1,1,1,1
435444,6,2,,,6,2
435450,,,1,,1,
435452,,,1,1,1,1
435457,,,1,,1,
435525,5,1,,,5,1
435593,,,1,1,1,1
435641,1,1,16,1,17,2
435672,,,41,40,41,40
435676,16,11,1,1,17,12
435684,1,,,,1,
435691,3,1,,,3,1
435710,3,3,,,3,3
435715,,,1,,1,
435834,,,1,1,1,1
435854,,,1,,1,
435863,,,1,,1,
435883,,,2,1,2,1
435900,1,,,,1,
435920,1,,,,1,
435945,,,14,4,14,4
435971,3,1,,,3,1
436072,,,1,,1,
436083,3,,,,3,
436107,,,23,8,23,8
436135,,,1,1,1,1
436152,1,1,,,1,1
436154,,,1,,1,
436169,,,6,1,6,1
436181,5,,,,5,
436188,,,5,5,5,5
436243,1,,,,1,
436248,1,1,1,,2,1
436268,1,,1,,2,
436294,1,,,,1,
436297,3,,,,3,
436369,6,6,,,6,6
436385,1,,,,1,
436431,,,5,3,5,3
436444,1,1,,,1,1
436529,,,3,,3,
436599,,,1,,1,
436637,1,,,,1,
436647,,,1,1,1,1
436675,1,,3,,4,
436685,,,2,1,2,1
436712,27,12,2,2,29,14
436727,1,,,,1,
436775,1,,1,,2,
436804,,,1,,1,
436835,,,1,,1,
436870,,,8,8,8,8
436872,7,4,,,7,4
436907,1,1,,,1,1
436919,,,1,1,1,1
436956,,,4,3,4,3
436990,,,3,2,3,2
437034,,,1,1,1,1
437088,1,1,,,1,1
437156,1,1,,,1,1
437187,1,1,,,1,1
437218,3,2,,,3,2
437250,,,1,,1,
437256,1,,1,1,2,1
437260,,,1,,1,
437271,,,1,,1,
437287,2,2,2,2,4,4
437288,1,,,,1,
437323,,,1,,1,
437329,,,1,1,1,1
437369,1,,,,1,
437385,,,1,,1,
437394,,,1,,1,
437407,,,1,,1,
437429,1,,,,1,
437437,,,1,,1,
437462,24,8,2,1,26,9
437534,,,30,26,30,26
437578,1,1,,,1,1
437615,,,4,4,4,4
437693,,,4,1,4,1
437700,1,1,,,1,1
437702,1,,2,,3,
437711,1,,,,1,
437726,,,1,,1,
437740,1,1,3,1,4,2
437784,1,,,,1,
437851,1,1,1,,2,1
437852,,,1,,1,
437861,,,2,,2,
437866,,,4,4,4,4
437877,,,1,1,1,1
437939,1,,,,1,
437957,,,2,2,2,2
437961,2,,,,2,
437999,1,,,,1,
438011,9,,,,9,
438046,,,2,1,2,1
438087,,,5,1,5,1
438106,2,1,,,2,1
438196,,,1,,1,
438215,1,,6,,7,
438341,,,1,1,1,1
438411,,,1,1,1,1
438524,1,,,,1,
438591,1,1,,,1,1
438600,,,1,,1,
438601,,,1,1,1,1
438625,,,1,1,1,1
438628,,,1,,1,
438690,1,1,,,1,1
438700,,,4,1,4,1
438752,,,1,1,1,1
438793,,,2,1,2,1
438799,,,1,,1,
438806,1,1,,,1,1
438813,1,1,,,1,1
438828,3,1,,,3,1
438880,1,,,,1,
438885,,,1,1,1,1
438896,,,1,1,1,1
438915,14,,,,14,
438926,1,,,,1,
438935,1,,,,1,
438951,,,1,,1,
438957,,,10,10,10,10
438963,,,1,,1,
438982,1,,,,1,
438988,,,1,,1,
438999,1,,,,1,
439014,,,2,2,2,2
439016,1,1,,,1,1
439071,2,2,,,2,2
439088,4,1,,,4,1
439098,,,1,,1,
439102,,,1,1,1,1
439146,,,1,1,1,1
439147,,,1,,1,
439187,,,1,1,1,1
439228,1,1,,,1,1
439248,,,1,,1,
439249,,,1,,1,
439264,1,,,,1,
439277,1,,,,1,
439290,,,1,,1,
439313,,,1,,1,
439317,,,1,,1,
439321,,,1,,1,
439425,,,1,,1,
439426,,,1,,1,
439434,,,1,,1,
439518,,,1,1,1,1
439543,1,,,,1,
439560,2,,,,2,
439615,1,,,,1,
439624,,,2,,2,
439683,,,1,,1,
439691,1,,,,1,
439704,,,1,1,1,1
439751,,,1,,1,
439763,,,2,1,2,1
439766,,,4,1,4,1
439805,1,1,,,1,1
439843,,,1,1,1,1
439876,,,11,5,11,5
439882,26,11,,,26,11
439912,,,2,1,2,1
439942,,,1,1,1,1
439943,,,1,1,1,1
439968,,,1,,1,
439973,2,2,,,2,2
440030,1,,,,1,
440044,1,1,,,1,1
440065,1,,,,1,
440066,,,2,2,2,2
440071,,,1,1,1,1
440072,,,7,,7,
440113,1,,,,1,
440121,,,1,1,1,1
440147,,,1,,1,
440172,1,1,,,1,1
440191,,,1,,1,
440209,,,1,1,1,1
440220,,,12,,12,
440238,11,7,1,,12,7
440241,1,1,,,1,1
440277,,,1,1,1,1
440315,,,1,1,1,1
440321,1,1,,,1,1
440322,,,5,1,5,1
440377,,,1,,1,
440380,5,1,,,5,1
440388,,,3,2,3,2
440419,,,2,2,2,2
440433,,,1,1,1,1
440448,,,1,,1,
440474,,,9,8,9,8
440529,1,1,1,1,2,2
440568,,,1,,1,
440571,,,2,2,2,2
440654,,,1,,1,
440733,,,7,,7,
440737,,,1,1,1,1
440802,,,1,1,1,1
440806,,,70,9,70,9
440866,,,1,,1,
440876,,,1,,1,
440960,,,1,,1,
441050,2,1,1,1,3,2
441068,,,1,1,1,1
441186,,,1,,1,
441205,,,1,,1,
441301,1,,,,1,
441341,,,1,,1,
441355,1,1,,,1,1
441363,,,1,1,1,1
441369,,,2,,2,
441417,,,1,1,1,1
441448,,,1,,1,
441494,178,58,1,1,179,59
441613,,,1,,1,
441621,2,1,,,2,1
441652,1,1,,,1,1
441725,1,,1,1,2,1
441777,,,1,,1,
441807,1,,,,1,
441830,,,1,,1,
441860,,,1,,1,
441980,,,1,,1,
441982,,,1,,1,
442026,,,1,1,1,1
442058,1,1,,,1,1
442080,,,1,,1,
442103,,,1,,1,
442134,1,1,,,1,1
442160,,,2,1,2,1
442165,,,1,,1,
442204,1,,,,1,
442227,,,1,,1,
442253,,,1,,1,
442306,,,1,,1,
442324,,,1,1,1,1
442329,,,1,,1,
442333,1,,,,1,
442364,,,2,2,2,2
442371,1,,,,1,
442389,,,1,1,1,1
442395,,,1,,1,
442406,1,1,,,1,1
442413,,,1,1,1,1
442445,1,,,,1,
442459,,,2,,2,
442473,,,2,1,2,1
442519,1,,,,1,
442585,26,3,4,2,30,5
442636,,,1,1,1,1
442646,13,,,,13,
442740,1,1,,,1,1
442756,,,1,,1,
442762,,,1,,1,
442825,2,2,1,1,3,3
442827,,,3,2,3,2
442830,,,1,1,1,1
442854,,,1,,1,
442859,,,1,,1,
442860,,,1,,1,
442861,2,,1,1,3,1
442883,,,3,3,3,3
442920,,,1,1,1,1
442954,1,1,,,1,1
442975,1,,,,1,
443019,,,1,,1,
443033,2,1,,,2,1
443035,,,1,,1,
443224,1,,,,1,
443232,1,,,,1,
443285,1,1,1,,2,1
443390,,,3,3,3,3
443405,,,1,,1,
443424,1,,,,1,
443432,,,2,2,2,2
443450,2,1,,,2,1
443500,1,,,,1,
443528,1,,,,1,
443573,,,1,1,1,1
443603,1,1,,,1,1
443611,,,1,,1,
443634,,,1,,1,
443701,,,1,,1,
443707,,,1,,1,
443721,2,1,1,1,3,2
443752,,,1,,1,
443778,1,,,,1,
443830,1,1,,,1,1
443861,3,1,,,3,1
443920,1,,,,1,
443942,,,1,,1,
443983,1,1,1,,2,1
443991,1,1,,,1,1
443996,,,3,,3,
443998,,,5,1,5,1
444033,2,2,,,2,2
444066,1,1,1,1,2,2
444076,,,1,,1,
444107,,,1,,1,
444148,14,,1,,15,
444182,3,2,,,3,2
444229,11,8,,,11,8
444246,3,1,1,1,4,2
444254,,,1,,1,
444283,,,2,2,2,2
444352,,,1,1,1,1
444412,1,,1,,2,
444449,,,1,,1,
444521,1,1,1,,2,1
444530,,,1,,1,
444537,,,4,3,4,3
444540,10,2,,,10,2
444556,,,1,,1,
444563,,,1,1,1,1
444601,,,1,1,1,1
444615,1,,,,1,
444625,1,,,,1,
444637,,,1,1,1,1
444639,1,1,4,4,5,5
444708,,,2,1,2,1
444719,,,1,,1,
444758,,,1,1,1,1
444763,1,,,,1,
444772,3,,,,3,
444776,1,,,,1,
444794,2,,,,2,
444917,,,1,1,1,1
444918,,,1,1,1,1
444923,,,1,1,1,1
444929,,,1,1,1,1
444963,,,2,2,2,2
444987,1,,,,1,
445003,6,3,,,6,3
445006,1,,,,1,
445020,,,1,1,1,1
445086,1,,,,1,
445096,,,1,,1,
445102,,,1,1,1,1
445107,,,1,,1,
445139,,,1,,1,
445182,,,1,1,1,1
445224,11,7,,,11,7
445275,,,1,1,1,1
445304,,,1,1,1,1
445305,,,1,,1,
445339,14,,,,14,
445343,1,,,,1,
445405,,,1,1,1,1
445433,,,4,4,4,4
445470,,,3,,3,
445472,3,1,,,3,1
445499,1,1,1,1,2,2
445507,2,,,,2,
445523,1,1,,,1,1
445529,1,,,,1,
445564,,,2,2,2,2
445583,,,9,2,9,2
445618,,,1,1,1,1
445628,,,1,1,1,1
445653,1,,,,1,
445691,1,1,,,1,1
445724,1,,,,1,
445773,,,11,1,11,1
445788,,,1,,1,
445798,,,1,,1,
445873,,,1,,1,
445874,4,1,,,4,1
445942,,,1,1,1,1
445950,,,1,,1,
445996,,,7,5,7,5
445998,1,1,,,1,1
446003,,,1,,1,
446046,1,1,,,1,1
446088,1,,,,1,
446101,,,1,,1,
446112,,,1,1,1,1
446120,4,3,,,4,3
446123,2,1,1,,3,1
446352,,,2,,2,
446396,,,1,,1,
446455,,,1,,1,
446462,1,1,7,,8,1
446471,,,1,,1,
446503,1,,,,1,
446523,,,1,,1,
446524,1,,,,1,
446561,,,12,6,12,6
446577,1,1,,,1,1
446598,,,5,3,5,3
446772,1,1,,,1,1
446801,3,3,24,10,27,13
446807,,,1,1,1,1
446834,1,,1,,2,
446900,3,,,,3,
446907,,,1,,1,
446951,,,1,,1,
446974,1,1,1,1,2,2
446976,,,13,9,13,9
447009,5,1,,,5,1
447023,1,1,2,2,3,3
447094,9,5,,,9,5
447159,1,,,,1,
447196,,,1,1,1,1
447197,6,1,7,7,13,8
447199,1,,,,1,
447232,,,1,,1,
447264,1,,,,1,
447285,,,13,,13,
447322,1,1,,,1,1
447360,9,,,,9,
447387,,,1,,1,
447389,,,1,,1,
447412,,,1,,1,
447418,,,1,,1,
447420,,,2,2,2,2
447446,,,1,,1,
447453,,,3,,3,
447473,,,1,1,1,1
447480,,,1,1,1,1
447485,1,,,,1,
447510,2,,2,,4,
447524,,,2,2,2,2
447568,,,1,1,1,1
447645,,,5,,5,
447728,,,1,,1,
447768,2,,1,1,3,1
447774,1,1,,,1,1
447806,8,,28,27,36,27
447821,,,2,,2,
447843,1,1,,,1,1
447850,,,1,1,1,1
447858,,,1,,1,
447864,3,2,,,3,2
447903,,,4,3,4,3
447913,1,1,,,1,1
447933,,,1,1,1,1
447935,,,1,1,1,1
448038,,,3,2,3,2
448041,,,1,,1,
448079,8,,1,,9,
448110,,,1,1,1,1
448137,,,1,1,1,1
448147,1,,,,1,
448163,,,2,1,2,1
448239,1,,,,1,
448241,,,1,1,1,1
448243,13,,,,13,
448257,,,1,,1,
448260,,,1,,1,
448270,4,,3,,7,
448300,,,1,1,1,1
448329,2,2,,,2,2
448347,2,2,,,2,2
448358,1,1,,,1,1
448408,,,1,1,1,1
448439,1,,,,1,
448446,,,2,2,2,2
448494,1,,2,,3,
448505,,,1,,1,
448529,1,,,,1,
448541,1,,,,1,
448552,1,,1,,2,
448562,,,1,,1,
448568,1,1,,,1,1
448597,1,1,1,,2,1
448656,1,,,,1,
448737,,,2,2,2,2
448806,3,,,,3,
448937,,,1,1,1,1
448948,1,1,,,1,1
448958,,,3,,3,
448983,,,1,,1,
449031,1,,1,,2,
449038,,,1,,1,
449059,1,1,,,1,1
449063,1,,,,1,
449156,1,,,,1,
449178,,,1,,1,
449179,,,1,,1,
449209,7,7,11,3,18,10
449213,,,1,,1,
449294,,,2,2,2,2
449351,,,1,,1,
449364,1,1,,,1,1
449402,,,1,,1,
449408,1,,,,1,
449464,,,2,,2,
449468,,,1,,1,
449546,6,6,2,1,8,7
449565,,,3,2,3,2
449580,,,1,1,1,1
449593,2,1,,,2,1
449603,,,1,1,1,1
449634,2,2,,,2,2
449679,,,1,1,1,1
449681,1,,,,1,
449682,,,1,,1,
449694,2,,,,2,
449722,,,1,,1,
449754,,,1,1,1,1
449768,,,1,1,1,1
449833,,,1,1,1,1
449875,,,1,1,1,1
449882,,,1,,1,
449886,,,7,5,7,5
449906,,,2,1,2,1
449934,,,1,,1,
449950,,,1,,1,
450033,,,1,1,1,1
450065,,,1,,1,
450074,14,14,,,14,14
450076,,,1,,1,
450084,,,1,1,1,1
450104,,,1,,1,
450131,1,1,2,1,3,2
450169,,,4,,4,
450184,1,1,,,1,1
450248,1,1,,,1,1
450265,,,1,1,1,1
450274,,,2,1,2,1
450302,1,,,,1,
450320,,,1,,1,
450375,,,1,,1,
450376,,,1,1,1,1
450377,,,1,,1,
450479,1,,,,1,
450604,1,,,,1,
450626,1,,,,1,
450656,,,2,1,2,1
450667,,,2,,2,
450675,,,1,1,1,1
450757,,,1,1,1,1
450799,,,15,9,15,9
450802,,,3,1,3,1
450807,,,4,4,4,4
450808,,,4,2,4,2
450818,1,,,,1,
450827,1,,2,,3,
450854,1,,,,1,
450863,,,1,,1,
450865,,,1,,1,
450880,,,1,,1,
450892,1,,,,1,
450902,,,1,1,1,1
450904,1,,,,1,
450920,,,1,,1,
450929,1,,,,1,
450963,,,1,1,1,1
450982,,,1,,1,
450993,1,1,,,1,1
451091,,,1,,1,
451097,,,1,,1,
451101,,,1,1,1,1
451102,1,1,,,1,1
451111,1,,,,1,
451166,1,1,1,1,2,2
451167,1,,,,1,
451185,,,1,1,1,1
451208,,,1,1,1,1
451225,8,8,2,2,10,10
451245,,,1,1,1,1
451295,,,1,,1,
451343,1,,,,1,
451372,1,1,,,1,1
451378,2,2,2,1,4,3
451384,,,3,,3,
451452,1,1,,,1,1
451487,,,1,1,1,1
451499,,,2,,2,
451512,,,1,,1,
451514,,,2,2,2,2
451591,,,3,1,3,1
451622,1,,,,1,
451641,2,1,1,1,3,2
451644,,,1,1,1,1
451720,,,1,1,1,1
451817,4,,,,4,
451831,1,,,,1,
451845,,,1,,1,
451868,1,,,,1,
451876,,,1,,1,
451891,,,3,2,3,2
451911,,,5,1,5,1
451950,,,1,,1,
451970,,,1,,1,
451975,,,6,6,6,6
451976,,,1,,1,
451999,,,2,,2,
452019,1,1,,,1,1
452043,1,1,,,1,1
452071,,,1,1,1,1
452100,,,1,,1,
452151,1,,,,1,
452177,,,1,1,1,1
452218,,,50,13,50,13
452236,,,1,1,1,1
452243,2,1,,,2,1
452251,,,1,,1,
452273,1,,1,1,2,1
452285,,,2,1,2,1
452324,1,,,,1,
452332,6,1,1,1,7,2
452357,,,1,,1,
452372,1,1,,,1,1
452439,,,1,1,1,1
452442,3,,10,,13,
452462,1,,6,3,7,3
452480,1,1,1,,2,1
452543,,,2,1,2,1
452562,1,1,,,1,1
452580,,,1,,1,
452584,,,1,,1,
452608,,,2,1,2,1
452640,1,1,,,1,1
452641,,,1,,1,
452668,,,1,1,1,1
452716,1,,,,1,
452731,6,,,,6,
452736,,,1,1,1,1
452744,4,3,,,4,3
452762,,,1,1,1,1
452795,,,1,,1,
452861,,,1,1,1,1
452871,5,1,,,5,1
452878,1,1,,,1,1
452885,,,5,2,5,2
452895,,,1,1,1,1
452896,,,1,1,1,1
452927,2,2,,,2,2
452941,,,1,,1,
452962,,,1,1,1,1
452965,6,3,,,6,3
453012,3,,,,3,
453070,,,3,3,3,3
453102,,,1,,1,
453123,,,5,3,5,3
453135,,,3,1,3,1
453173,1,1,,,1,1
453190,,,1,,1,
453211,41,13,2,1,43,14
453283,1,1,,,1,1
453285,1,1,,,1,1
453299,1,1,,,1,1
453301,,,3,,3,
453327,,,1,,1,
453351,1,1,1,,2,1
453377,1,1,1,,2,1
453386,,,1,1,1,1
453396,1,1,,,1,1
453434,,,1,,1,
453506,8,,12,,20,
453525,1,,,,1,
453526,,,2,1,2,1
453532,1,1,,,1,1
453591,,,1,,1,
453609,,,1,1,1,1
453635,1,,,,1,
453643,,,2,,2,
453653,1,,,,1,
453655,1,1,,,1,1
453669,1,,,,1,
453707,,,2,,2,
453730,5,,,,5,
453773,,,1,,1,
453775,,,2,,2,
453787,1,,,,1,
453844,,,1,1,1,1
453855,,,2,2,2,2
453887,,,1,1,1,1
453902,,,1,1,1,1
453910,,,2,1,2,1
453922,4,,3,1,7,1
454000,1,,,,1,
454001,,,1,,1,
454025,1,,,,1,
454034,,,1,,1,
454054,1,1,,,1,1
454087,1,,,,1,
454156,1,1,,,1,1
454185,2,2,2,2,4,4
454209,,,1,,1,
454267,5,5,,,5,5
454314,,,1,1,1,1
454322,1,,,,1,
454328,,,1,1,1,1
454330,1,,,,1,
454332,,,1,1,1,1
454349,,,1,1,1,1
454357,2,,1,,3,
454376,1,1,,,1,1
454403,,,1,,1,
454500,,,1,,1,
454518,,,1,,1,
454541,,,1,1,1,1
454611,,,1,,1,
454613,,,1,1,1,1
454641,27,7,,,27,7
454648,1,1,,,1,1
454695,,,1,1,1,1
454714,1,1,,,1,1
454833,1,,,,1,
454849,,,2,1,2,1
454851,1,,,,1,
454857,7,,,,7,
454859,,,1,1,1,1
454861,,,1,,1,
454881,1,,,,1,
454905,1,,,,1,
454911,,,1,1,1,1
455062,,,1,1,1,1
455066,,,1,,1,
455113,1,,3,1,4,1
455121,,,1,,1,
455194,,,1,1,1,1
455199,1,,,,1,
455212,,,2,2,2,2
455238,,,2,,2,
455279,,,1,1,1,1
455285,2,1,,,2,1
455309,,,3,1,3,1
455352,,,1,,1,
455357,,,1,,1,
455378,,,1,1,1,1
455395,2,2,,,2,2
455441,,,1,,1,
455444,1,,,,1,
455459,,,1,,1,
455461,1,,,,1,
455515,,,1,,1,
455561,,,1,,1,
455570,5,2,1,,6,2
455575,4,2,1,,5,2
455593,,,2,2,2,2
455621,13,2,5,1,18,3
455633,,,1,1,1,1
455685,,,2,,2,
455699,1,,1,,2,
455905,1,1,,,1,1
455919,1,,,,1,
455923,,,1,,1,
455927,,,22,9,22,9
455951,2,1,,,2,1
455961,4,,,,4,
456032,,,1,1,1,1
456054,,,1,1,1,1
456057,1,1,,,1,1
456080,,,2,2,2,2
456084,1,1,,,1,1
456086,,,1,,1,
456093,18,11,,,18,11
456097,,,1,1,1,1
456129,1,,,,1,
456159,,,1,1,1,1
456163,,,1,,1,
456192,1,1,,,1,1
456221,2,2,,,2,2
456226,,,3,2,3,2
456236,,,1,,1,
456238,1,,,,1,
456244,1,,,,1,
456253,,,1,,1,
456274,2,2,,,2,2
456280,1,,,,1,
456296,9,,,,9,
456335,3,2,,,3,2
456365,,,1,1,1,1
456379,1,1,,,1,1
456408,1,1,,,1,1
456428,,,3,3,3,3
456453,,,2,,2,
456547,,,3,,3,
456588,,,4,,4,
456628,1,,2,,3,
456745,1,1,,,1,1
456793,,,1,1,1,1
456799,1,1,1,,2,1
456800,,,2,1,2,1
456914,,,1,,1,
456915,,,1,,1,
456916,,,2,,2,
457016,1,,,,1,
457052,,,1,,1,
457053,1,1,,,1,1
457087,,,1,1,1,1
457097,,,5,5,5,5
457098,,,2,2,2,2
457107,3,1,,,3,1
457120,,,4,1,4,1
457144,1,,,,1,
457184,,,1,,1,
457199,,,1,1,1,1
457216,,,2,2,2,2
457250,,,1,,1,
457261,3,1,,,3,1
457274,1,,,,1,
457288,,,1,,1,
457289,,,1,1,1,1
457315,,,2,2,2,2
457360,,,1,1,1,1
457430,,,1,,1,
457444,1,1,1,,2,1
457488,1,1,1,1,2,2
457503,,,1,,1,
457510,,,1,,1,
457585,,,2,,2,
457604,,,1,1,1,1
457613,,,1,,1,
457631,,,1,1,1,1
457634,1,1,,,1,1
457647,,,1,1,1,1
457672,1,,,,1,
457692,,,3,3,3,3
457714,1,,,,1,
457716,1,1,,,1,1
457753,15,4,1,1,16,5
457786,,,1,1,1,1
457829,,,1,1,1,1
457859,,,1,,1,
457888,1,,,,1,
457902,,,42,42,42,42
457935,,,3,,3,
457970,1,,,,1,
457973,,,2,2,2,2
457979,,,1,,1,
458013,,,3,,3,
458020,2,1,,,2,1
458075,1,1,,,1,1
458106,,,1,1,1,1
458151,1,1,,,1,1
458200,,,1,1,1,1
458236,1,,,,1,
458238,,,4,3,4,3
458248,1,1,,,1,1
458263,49,11,5,,54,11
458292,,,1,,1,
458295,,,4,4,4,4
458330,3,2,,,3,2
458380,,,2,1,2,1
458412,,,1,,1,
458450,,,2,,2,
458469,,,1,1,1,1
458475,1,1,,,1,1
458480,9,4,,,9,4
458625,,,3,,3,
458643,1,,1,,2,
458719,,,1,,1,
458761,,,1,,1,
458764,1,,,,1,
458792,,,1,,1,
458805,,,1,,1,
458808,,,1,,1,
458823,,,1,1,1,1
458853,1,1,,,1,1
458864,1,,,,1,
458885,1,,,,1,
458904,,,2,,2,
458942,,,1,,1,
458949,,,1,,1,
458955,,,1,1,1,1
458974,1,,,,1,
458975,,,1,,1,
459002,1,,,,1,
459080,1,,,,1,
459102,,,1,,1,
459212,,,1,1,1,1
459229,1,1,,,1,1
459260,,,1,1,1,1
459261,1,,,,1,
459297,1,,30,1,31,1
459315,,,1,,1,
459329,1,,,,1,
459343,,,1,1,1,1
459388,1,,,,1,
459399,,,1,,1,
459400,,,1,1,1,1
459446,,,1,1,1,1
459477,2,,1,,3,
459487,,,1,,1,
459513,1,,,,1,
459542,,,1,1,1,1
459579,,,2,1,2,1
459581,,,1,,1,
459594,,,2,1,2,1
459608,,,1,1,1,1
459630,,,1,,1,
459644,1,1,,,1,1
459650,,,1,1,1,1
459665,,,1,,1,
459699,2,2,,,2,2
459709,,,1,1,1,1
459715,1,1,2,1,3,2
459735,,,1,1,1,1
459769,6,6,,,6,6
459784,1,,,,1,
459860,,,1,1,1,1
459867,1,1,1,1,2,2
459875,,,1,,1,
459924,,,1,,1,
459987,1,1,,,1,1
460026,1,,,,1,
460071,,,1,1,1,1
460147,1,1,1,1,2,2
460203,,,4,,4,
460208,4,,1,,5,
460235,,,1,,1,
460319,,,1,1,1,1
460332,,,1,,1,
460339,,,1,1,1,1
460340,,,5,5,5,5
460343,,,1,1,1,1
460344,,,1,1,1,1
460348,2,,,,2,
460350,,,1,1,1,1
460377,3,2,,,3,2
460378,1,,2,1,3,1
460447,1,1,,,1,1
460466,,,1,1,1,1
460495,,,1,1,1,1
460519,1,,,,1,
460563,,,1,,1,
460594,,,1,1,1,1
460611,,,1,1,1,1
460634,,,12,12,12,12
460646,1,,,,1,
460678,1,1,,,1,1
460772,,,1,,1,
460777,2,,14,6,16,6
460843,,,1,,1,
460868,,,4,,4,
460909,1,,,,1,
460932,,,1,1,1,1
460940,1,,,,1,
460945,1,,,,1,
460946,,,3,2,3,2
460948,,,1,,1,
460959,,,5,2,5,2
460991,,,2,2,2,2
461029,,,1,,1,
461030,1,1,,,1,1
461038,1,1,,,1,1
461055,,,1,,1,
461059,,,2,1,2,1
461087,1,,2,,3,
461160,1,1,1,1,2,2
461177,,,1,1,1,1
461191,,,1,,1,
461237,,,2,,2,
461240,,,1,1,1,1
461256,,,1,1,1,1
461271,1,1,,,1,1
461294,,,1,,1,
461310,,,1,,1,
461360,1,,,,1,
461443,1,,4,2,5,2
461477,1,1,,,1,1
461483,19,1,31,3,50,4
461496,1,,,,1,
461557,,,2,1,2,1
461563,2,1,,,2,1
461615,,,2,2,2,2
461763,,,1,1,1,1
461787,,,1,,1,
461805,,,1,1,1,1
461902,9,3,,,9,3
461909,3,2,,,3,2
461918,,,1,1,1,1
461921,1,1,,,1,1
461997,4,,1,,5,
462050,6,5,,,6,5
462064,1,,,,1,
462083,1,1,,,1,1
462114,,,1,1,1,1
462123,1,,,,1,
462133,15,1,1,,16,1
462140,,,3,2,3,2
462176,5,2,,,5,2
462186,1,,,,1,
462212,,,3,1,3,1
462229,1,,,,1,
462252,1,1,1,,2,1
462261,,,1,1,1,1
462337,,,1,,1,
462434,,,1,,1,
462565,,,1,,1,
462585,,,1,,1,
462678,1,,,,1,
462691,,,1,,1,
462694,,,1,1,1,1
462699,,,2,1,2,1
462722,21,,,,21,
462725,,,1,1,1,1
462744,,,1,,1,
462748,,,1,,1,
462769,1,1,,,1,1
462771,2,2,,,2,2
462814,,,3,1,3,1
462837,,,1,1,1,1
462866,11,4,,,11,4
462878,,,7,6,7,6
462895,,,1,,1,
463024,3,1,4,,7,1
463066,,,1,,1,
463087,,,1,1,1,1
463156,,,1,,1,
463173,,,2,,2,
463176,,,1,,1,
463179,,,2,,2,
463198,3,,,,3,
463235,1,1,,,1,1
463280,1,,,,1,
463350,,,1,1,1,1
463428,,,1,,1,
463429,5,4,,,5,4
463431,,,1,,1,
463454,1,,,,1,
